533556,"crsCode554945","semester424157"
148399,"crsCode682410","semester315645"
303116,"crsCode511214","semester163044"
973503,"crsCode447174","semester721702"
520254,"crsCode974912","semester132906"
417820,"crsCode929652","semester359699"
175365,"crsCode148322","semester216744"
286566,"crsCode64886","semester811835"
554341,"crsCode95604","semester397804"
872860,"crsCode614041","semester128755"
240545,"crsCode178375","semester652430"
669847,"crsCode14944","semester453667"
411656,"crsCode689404","semester657264"
43814,"crsCode282045","semester844770"
379635,"crsCode493455","semester302127"
637983,"crsCode21699","semester95015"
230713,"crsCode931929","semester366766"
631441,"crsCode651785","semester653391"
890876,"crsCode858118","semester298538"
190164,"crsCode318224","semester184507"
325568,"crsCode650552","semester117956"
339585,"crsCode193556","semester245754"
145367,"crsCode635150","semester66600"
629209,"crsCode612755","semester65981"
146392,"crsCode842413","semester410438"
701541,"crsCode241974","semester856588"
665848,"crsCode938107","semester783232"
934027,"crsCode673286","semester894862"
254943,"crsCode435778","semester940858"
428432,"crsCode548640","semester443643"
891038,"crsCode603308","semester158913"
919516,"crsCode161940","semester768728"
814179,"crsCode781063","semester155882"
243543,"crsCode539342","semester260512"
665973,"crsCode35008","semester105623"
28991,"crsCode933320","semester86054"
924784,"crsCode189339","semester604826"
888016,"crsCode381024","semester979103"
585846,"crsCode315294","semester435726"
523106,"crsCode173664","semester949665"
984611,"crsCode535381","semester417569"
564126,"crsCode405339","semester594490"
813692,"crsCode44231","semester448570"
939578,"crsCode832168","semester909494"
955458,"crsCode417673","semester467804"
746462,"crsCode453237","semester550779"
61283,"crsCode147765","semester35903"
100732,"crsCode703405","semester296137"
645085,"crsCode265864","semester660678"
808803,"crsCode471962","semester623492"
587463,"crsCode600941","semester915829"
804821,"crsCode509413","semester461660"
466059,"crsCode7268","semester637035"
896098,"crsCode64886","semester400509"
997740,"crsCode562343","semester801772"
518459,"crsCode404426","semester71690"
697031,"crsCode265913","semester144707"
678846,"crsCode547842","semester811233"
396051,"crsCode74854","semester984854"
827265,"crsCode279198","semester1314"
983596,"crsCode934996","semester194723"
620020,"crsCode87502","semester924653"
318931,"crsCode179965","semester295626"
218218,"crsCode472825","semester32553"
258861,"crsCode23922","semester258071"
657928,"crsCode597584","semester358702"
469648,"crsCode545692","semester222189"
585846,"crsCode893977","semester944567"
613847,"crsCode645140","semester309524"
258197,"crsCode910209","semester258094"
898182,"crsCode242882","semester489716"
135619,"crsCode279198","semester451957"
793553,"crsCode282364","semester928849"
677988,"crsCode312395","semester373252"
650574,"crsCode665209","semester141517"
15575,"crsCode419950","semester795001"
440746,"crsCode760484","semester996605"
637983,"crsCode32570","semester548925"
3938,"crsCode293671","semester746596"
986723,"crsCode109381","semester271815"
435557,"crsCode94066","semester180051"
416042,"crsCode494963","semester359346"
589858,"crsCode448233","semester515337"
116334,"crsCode570245","semester763245"
559509,"crsCode986704","semester37329"
769322,"crsCode693528","semester373616"
145014,"crsCode699343","semester997047"
709021,"crsCode960783","semester926018"
872860,"crsCode735813","semester631120"
381996,"crsCode827495","semester702342"
655905,"crsCode953257","semester172472"
135482,"crsCode511557","semester747332"
576455,"crsCode390305","semester775286"
171545,"crsCode425485","semester5623"
34982,"crsCode498797","semester178477"
486363,"crsCode758240","semester619860"
402972,"crsCode942129","semester616463"
141407,"crsCode119345","semester747460"
379906,"crsCode532009","semester204914"
603040,"crsCode975141","semester819286"
498948,"crsCode294025","semester390530"
616108,"crsCode138347","semester843676"
660205,"crsCode673115","semester656231"
469648,"crsCode704417","semester990130"
545584,"crsCode31623","semester854439"
132737,"crsCode935009","semester527979"
142390,"crsCode358193","semester369042"
85041,"crsCode165541","semester687401"
789024,"crsCode416013","semester178173"
950672,"crsCode520715","semester115589"
830857,"crsCode845079","semester763240"
68107,"crsCode68113","semester161822"
705269,"crsCode46696","semester952065"
104382,"crsCode689384","semester491510"
872860,"crsCode582261","semester392819"
616108,"crsCode721538","semester457258"
211366,"crsCode814794","semester59299"
545485,"crsCode180669","semester120047"
655905,"crsCode272343","semester654869"
30383,"crsCode564489","semester717986"
428432,"crsCode487633","semester182362"
381172,"crsCode546652","semester395991"
250050,"crsCode17740","semester778483"
4254,"crsCode270548","semester163889"
352502,"crsCode820384","semester90015"
261695,"crsCode484691","semester874548"
572623,"crsCode427844","semester32886"
798648,"crsCode188542","semester296533"
897665,"crsCode908649","semester420287"
500432,"crsCode245948","semester865084"
539840,"crsCode456598","semester579763"
205180,"crsCode298634","semester859776"
458938,"crsCode114604","semester259921"
387661,"crsCode343453","semester789189"
405108,"crsCode689404","semester258355"
14526,"crsCode662759","semester356244"
